"","Canonical","NonCanonical","Atypical"
"370","CNTFR","ADAM15","APCS"
"371","ALOX15","RECQL4","DLX4"
"372","AQP7","OR2A5","CRLF1"
"373","IL27","HCG9","ACR"
"374","WDR38","KY","LILRB5"
"375","OR1I1","OR5K3","PCDHGB2"
"376","DRAXIN","E2F5","GALNT16"
"377","POLR1HASP","CD300LF","DRD2"
"378","TMEM128","ZNF669","OR51M1"
"379","CIMAP1C","LRRC52","FRA10AC1"
"380","SPMAP1","AWAT2","LEFTY2"
"381","NRSN2","SHARPIN","RDH8"
"382","SEC1P","PARG","ZCCHC13"
"383","PNPLA2","CSDC2","VWA5B2"
"384","TSC22D4","CTLA4","FAM53A"
"385","FHAD1","MAPKAPK3","TCP10L3"
"386","RGR","PRNP","GREB1"
"387","PRDM12","BOC","TMEM89"
"388","TMEM132E","NUDT15","KLHL33"
"389","FGF8","HMCN2","CIB3"
"390","KCNIP2","DGKD","CNR2"
"391","CD99L2","VAT1","UBE2U"
"392","LINC00552","CHCHD7","SHC4"
"393","HPD","RAD23A","TPTE2P1"
"394","TCHHL1","KDM2B","GPR3"
"395","ASIC5","RUFY2","LINC00207"
"396","NUDCD2","CCR2","MYL11"
"397","MICAL2","CYP4Z2P","GPR179"
"398","DACH2","CSF3","ATP5F1A"
"399","SEC24B","PUS3","ADCY5"
"400","INSL3","OR8I2","PPFIA2"
"401","NMUR1","REEP2","SLC38A3"
"402","PDE6B","ARSF","CNIH2"
"403","PGAM5","CSNK1G2","TLCD3B"
"404","ZNF671","SLC66A1","KASH5"
"405","MRPL27","GALR3","SGCD"
"406","POM121L9P","OR51F2","SCAMP1"
"407","DYNLL1","FEV","LOC100289580"
"408","FAM225A","ADNP2","PRKN"
"409","KCNJ13","LRRN4","CYP1A1"
"410","LINC00268","PDE3A","GPR151"
"411","CIDEB","DCUN1D5","SGTB"
"412","PLCB2","MPHOSPH8","NPB"
"413","VSTM5","ATG16L1","NOTCH1"
"414","GAL3ST2","UTP14C","SPRN"
"415","YIPF1","DNAH9","GAL3ST2"
"416","OR2K2","CBLN4","KCNJ13"
"417","SYT7","FBXO17","TTC9B"
"418","GMIP","TSPYL2","PYGO1"
"419","NPFFR1","PIK3IP1","CFAP276"
"420","PPP1R1A","ZNF7","CACNG7"
"421","ATP11AUN","FCRL2","OR14J1"
"422","APLP1","OR10H1","MYH7"
"423","FGF3","VWA1","ZC3H10"
"424","OR2W5P","CCDC169","EXTL1"
"425","AMDHD2","HABP2","SGCZ"
"426","SIRT5","CAMKV","HSPB7"
"427","PINLYP","GHDC","NME9"
"428","PYGM","CACNA1F","STARD6"
"429","B4GALT1","HASPIN","RCVRN"
"430","GOLGA2P5","NXPH4","EPPIN"
"431","THBS3","NRAP","ZNF385A"
"432","DIPK1B","EXOSC4","GPR61"
"433","NCOR2","ISX","HIPK1"
"434","ZSCAN5B","LTF","HTR3D"
"435","LCE3B","POLN","CD99L2"
"436","SCRT2","AP3D1","FIBCD1"
"437","GPX6","ATAD3B","PNPLA2"
"438","FYB2","USP26","RAD51D"
"439","FZD7","MYF6","PARD3B"
"440","PRSS38","SNAI1","LMX1B"
"441","TMEM132B","ADIPOQ","LINC02914"
"442","ANO2","TPP2","SVOP"
"443","TTLL8","AMPD2","COL14A1"
"444","LOC100130872","PLEC","NPFFR1"
"445","NTN3","STARD6","ASB12"
"446","SCAMP5","HAND1","OR4K13"
"447","SEC13","PLGLB1","SPMAP1"
"448","OR4D10","MYBPC1","SEC24B"
"449","OR4K13","ASB8","C5orf52"
"450","SEC31B","PARD6G","SLC26A1"
"451","KIFBP","AKAP17A","OR51S1"
"452","HK1","TSL","SPRR4"
"453","LRRC41","ALS2","AMD1"
"454","GARIN2","RNF6","GRIN2B"
"455","SPOPL","C22orf23","CLIP3"
"456","DDX50","ECT2L","CATSPERZ"
"457","NUAK2","RBM15","MYOD1"
"458","CFAP126","ATP11AUN","EFCC1"
"459","NEK8","PCDHGC5","MMP25"
"460","FBXO25","FAM169BP","PDGFB"
"461","NIBAN1","HEPN1","TMEM91"
"462","NKAIN2","NPS","THAP8"
"463","CARTPT","DNAH5","VSX1"
"464","KCNH5","SLC25A18","FHAD1"
"465","CACNA2D1","ALDOAP2","JTB"
"466","ARHGEF37","SYT4","TYR"
"467","FAM53A","MAEL","GRID1"
"468","LINC00313","PAX3","ATP13A4"
"469","FAM230I","GK2","OMG"
"470","SIGLEC8","UBE2D1","SCGB3A2"
"471","TMC3","RPEL1","NUTM1"
"472","TRPM1","ELAVL3","INTS12"
"473","TSGA10IP","FCRLA","CACNG1"
"474","TANK","LRRC10","FAM47B"
"475","RAX","BPIFB3","ZNF492"
"476","TOPBP1","PCDHB9","DNAJB13"
"477","MAEL","SEPTIN10","TXNL1"
"478","OR56B1","PLA2G2E","LAMTOR2"
"479","ITIH4","CYP1A1","OR8H3"
"480","PCDHGB2","CCDC54","PKD1L2"
"481","OR8D1","PABPC1","CIMIP2B"
"482","TLX3","ATP2B2","PDE6B"
"483","GAS2L2","MYT1L","SLC12A4"
"484","LCNL1","OXR1","HAS1"
"485","PHF21B","TRIM50","PRSS55"
"486","EFCAB8","TBX15","AQP7"
"487","SIX2","ZNF256","LRRC10"
"488","SLC25A18","SEC14L2","USP26"
"489","FEZF2","TUBB4A","SLC8A2"
"490","ATP13A4","TPT1","SCRT2"
"491","KIR3DX1","SPPL2C","FSCN2"
"492","OR51M1","OR10H5","MMP16"
"493","CACNG8","DRD2","PRR29"
"494","QPCTL","TIMP1","ALX4"
"495","AHDC1","IRF5","B4GALT3"
"496","NANOS3","SVOPL","SYT7"
"497","KIF9","WDR19","CNTN1"
"498","RPGRIP1","DGAT1","FCRL6"
"499","NHS","APOD","DEFB125"
"500","SLC22A12","RABGGTB","NUS1"
"501","RHOA","TEX56P","RNF122"
"502","SPI1","FBN3","DACH2"
"503","PRSS54","CD1C","PPP6R3"
"504","ARFRP1","NLRP10","KIFBP"
"505","SELENOW","ZNF546","POM121L9P"
"506","RGS9BP","LPAL2","ITGA2B"
"507","BMP8A","DCAF13","PTPRS"
"508","KISS1R","GARIN4","CHAD"
"509","GAMT","RPA4","MAPK8IP1"
"510","UPK2","PPEF1","ALG14"
"511","JAKMIP3","TRIM61","OR4C6"
"512","ZBTB8OS","RAB7B","FRRS1L"
"513","OR2A25","RGS11","LHFPL4"
"514","SNAP25","MED4","MBD1"
"515","FCRL6","GPR180","PPIL6"
"516","P4HB","PATE1","TSPAN16"
"517","GIGYF1","ATP6V1H","ESR2"
"518","MAGOH","EIF3B","PRR4"
"519","CUBN","HSD52","PRR19"
"520","CLDN9","HBE1","CFAP52"
"521","SPATA3","RNASE2","SFT2D1"
"522","MYCBPAP","ZIC3","TBX1"
"523","KLHL4","NOC2L","KLK14"
"524","GRM7","RPS24","NMUR1"
"525","PARD3B","IL36RN","NR5A1"
"526","SDHA","DNAJC5B","GDPD4"
"527","APOL5","LAGE3","TAL2"
"528","MRFAP1","ARVCF","FCRL1"
"529","LMAN2","WASHC5","KCNN1"
"530","ETV3","VWA8","SYNGR1"
"531","COQ2","RPS6KA1","ABHD8"
"532","GPR149","TMEM254","ANO4"
"533","FOXR1","CNTNAP5","SPATA31H1"
"534","PCDHGC5","TEKT1","SP6"
"535","PDCD1","GHRH","CKMT1A"
"536","PFKFB1","GPR179","PCMT1"
"537","EVPL","KAT6A","LCE3B"
"538","DNAJC5G","KLK2","MLIP"
"539","AWAT2","SYCE1L","RBPJL"
"540","INTS12","OR5D18","NEK8"
"541","NLRP10","OR8H3","TMC3"
"542","H2AC21","PKP3","RARS1"
"543","FADS6","NME9","NFAM1"
"544","GARIN1B","UPF3A","PYGM"
"545","MRPL44","SFTPB","TMEM109"
"546","KCNN1","PNISR","VSTM5"
"547","CBLN3","MYCBPAP","UBE2L3"
"548","MATN1","POLR1C","LINC00334"
"549","GRM2","CSN3","AMELY"
"550","OR8J1","NOTCH2NLA","PRDM12"
"551","KRTCAP2","C10orf53","DEFB132"
"552","TTC22","BPESC1","KCNG2"
"553","PSMB5","DDX31","FUT1"
"554","SYT6","ANO4","OR51A7"
"555","KRT38","EID2","LPAL2"
"556","PTX4","PRSS55","SNX9"
"557","SHC4","PRDM9","TRIML2"
"558","MYT1","DOCK9","SLC6A15"
"559","SLC4A3","CYLC1","TSPOAP1"
"560","ADI1","TBC1D26","SFMBT2"
"561","HAND1","TRIM27","HTR6"
"562","CCL27","ATP5IF1","SEC14L2"
"563","CCDC97","MORN3","OR5D14"
"564","SP6","PLPPR4","PDE3A"
"565","VEZF1","RAB23","SLC66A1"
"566","DLGAP3","NAIP","TRIM61"
"567","LINC02914","ENTR1","ARHGEF37"
"568","CIMAP1A","SLC22A3","ANO2"
"569","SEC24C","SPRY4","LRRN4"
"570","HAPLN4","FBXL3","OR51Q1"
"571","PGM1","NUFIP1","SPI1"
"572","COL9A2","XPO4","NUDT9"
"573","MLLT6","FEZF2","KLHDC8A"
"574","HRH3","ULBP3","MRPL27"
"575","NLRP6","ZNF660","CARTPT"
"576","IFNA21","DDIT4L","IL3"
"577","IL9R","SH2D6","OR52N5"
"578","SEC62","POLR2K","TIMP1"
"579","EFHC1","POU2F3","FOXR1"
"580","SH3BP5L","ECH1","OR4K2"
"581","CNTLN","ZFP41","GPX6"
"582","PRLH","STAT5A","LCE1F"
"583","ZNF256","PRR34","CCBE1"
"584","MYCN","OR10G3","TMEM132B"
"585","FIBCD1","ASTN1","EFHC2"
"586","HOXB1","EEF1D","MAP3K10"
"587","SAMD15","S100A16","OR4D10"
"588","PSMA5","DEFB136","NARS1"
"589","TMEM50B","CCT3","SCN10A"
"590","OMG","TRIML1","NCS1"
"591","IGFL3","JAKMIP3","ZSCAN5B"
"592","ASB12","SPINK14","ATP5PO"
"593","TMEM145","ZNF804A","CLEC17A"
"594","ADRA1A","CDH6","LOC284912"
"595","HMCN2","LYPD1","CIMAP1C"
