"","x"
"GSM2325479","Atypical"
"GSM2325480","Canonical"
"GSM2325481","Atypical"
"GSM2325482","Atypical"
"GSM2325483","Canonical"
"GSM2325484","Atypical"
"GSM2325485","NonCanonical"
"GSM2325486","Atypical"
"GSM2325487","Atypical"
"GSM2325488","NonCanonical"
"GSM2325489","NonCanonical"
"GSM2325490","Canonical"
"GSM2325491","Canonical"
"GSM2325492","Canonical"
"GSM2325493","Canonical"
"GSM2325494","Atypical"
"GSM2325495","Atypical"
"GSM2325496","Canonical"
"GSM2325497","Atypical"
"GSM2325498","Atypical"
"GSM2325499","Canonical"
"GSM2325500","Canonical"
"GSM2325501","Atypical"
"GSM2325502","Atypical"
"GSM2325503","Atypical"
"GSM2325504","Canonical"
"GSM2325505","Canonical"
"GSM2325506","Atypical"
"GSM2325507","Canonical"
"GSM2325508","Canonical"
"GSM2325509","Canonical"
"GSM2325510","Atypical"
"GSM2325511","Atypical"
"GSM2325512","Canonical"
"GSM2325513","Atypical"
"GSM2325514","Canonical"
"GSM2325515","Canonical"
"GSM2325516","NonCanonical"
"GSM2325517","Atypical"
"GSM2325518","Canonical"
"GSM2325519","Canonical"
"GSM2325520","Canonical"
"GSM2325521","Atypical"
"GSM2325522","Atypical"
"GSM2325523","Atypical"
"GSM2325524","Canonical"
"GSM2325525","Canonical"
"GSM2325526","Atypical"
"GSM2325527","Atypical"
"GSM2325528","Canonical"
"GSM2325529","Atypical"
"GSM2325530","Canonical"
"GSM2325531","Canonical"
"GSM2325532","Atypical"
"GSM2325533","NonCanonical"
"GSM2325534","NonCanonical"
"GSM2325535","Atypical"
"GSM2325536","Atypical"
"GSM2325537","Canonical"
"GSM2325538","Canonical"
"GSM2325539","Canonical"
"GSM2325540","Canonical"
"GSM2325541","Atypical"
"GSM2325542","Atypical"
"GSM2325543","Atypical"
"GSM2325544","Atypical"
"GSM2325545","NonCanonical"
"GSM2325546","Atypical"
"GSM2325547","Atypical"
"GSM2325548","Atypical"
"GSM2325549","Canonical"
"GSM2325550","Atypical"
"GSM2325551","Canonical"
"GSM2325552","Atypical"
"GSM2325553","Canonical"
"GSM2325554","Atypical"
"GSM2325555","Canonical"
"GSM2325556","Canonical"
"GSM2325557","Atypical"
"GSM2325558","Atypical"
"GSM2325559","Canonical"
"GSM2325560","Atypical"
"GSM2325561","Canonical"
"GSM2325562","Canonical"
"GSM2325563","Canonical"
"GSM2325564","Canonical"
"GSM2325565","Atypical"
"GSM2325566","Atypical"
"GSM2325567","Atypical"
"GSM2325568","Atypical"
"GSM2325569","Atypical"
"GSM2325570","Atypical"
"GSM2325571","Atypical"
"GSM2325572","Atypical"
"GSM2325573","Atypical"
"GSM2325574","Atypical"
"GSM2325575","Canonical"
"GSM2325576","Canonical"
"GSM2325577","Canonical"
"GSM2325578","Canonical"
"GSM2325579","Atypical"
"GSM2325580","Canonical"
"GSM2325581","Canonical"
"GSM2325582","Atypical"
"GSM2325583","Canonical"
"GSM2325584","Atypical"
"GSM2325585","Canonical"
"GSM2325586","Canonical"
"GSM2325587","NonCanonical"
"GSM2325588","Canonical"
"GSM2325589","Canonical"
"GSM2325590","Canonical"
"GSM2325591","Atypical"
"GSM2325592","NonCanonical"
"GSM2325593","Canonical"
"GSM2325594","Atypical"
"GSM2325595","Atypical"
"GSM2325596","Canonical"
"GSM2325597","Atypical"
"GSM2325598","Atypical"
"GSM2325599","Canonical"
"GSM2325600","Atypical"
