"","Canonical","NonCanonical","Atypical"
"430","OR56A1","SLC22A2",NA
"431","REEP2","ATP2B2",NA
"432","MCHR2","EVA1B",NA
"433","TRMT112","MOBP",NA
"434","SRPK3","MED12L",NA
"435","RACGAP1","OR10A6",NA
"436","LINC02870","FCN2",NA
"437","TULP1","TTC9B",NA
"438","TM7SF2","PLEKHG4B",NA
"439","SLC6A11","BLK",NA
"440","PRAMEF20","ANKUB1",NA
"441","NET1","CNTN2",NA
"442","FAM118B","PLPPR3",NA
"443","HSD3B2","OR2A5",NA
"444","MRPL48","CNTFR",NA
"445","C16orf86","ARPC3",NA
"446","PRSS27","LRRC55",NA
"447","MRPL1","GML",NA
"448","CER1","RBMXL2",NA
"449","MAPK4","MBLAC1",NA
"450","AKR7A2","TMPRSS6",NA
"451","KCNJ14","HRH3",NA
"452","LINC00272","CYP4F8",NA
"453","KDM1B","TNNI1",NA
"454","MTSS2","TEX47",NA
"455","ADORA2A","GPX6",NA
"456","MYOD1","PIWIL3",NA
"457","GRIN2C","SLC2A6",NA
"458","GAD2","GRIK4",NA
"459","FOXJ1","SPANXN4",NA
"460","FOXL1","C4orf50",NA
"461","OR5T1","CAVIN4",NA
"462","TMEM88B","UBQLN1",NA
"463","SRP19","SLITRK4",NA
"464","SOX3","COL2A1",NA
"465","PRR13","TMEM82",NA
"466","UBE2D1","NPM2",NA
"467","DUOXA2","SPDYE4",NA
"468","GNG7","CFAP141",NA
"469","FABP5","OR10A2",NA
"470","CYP4F22","TMEFF2",NA
"471","PTH1R","AKR1B15",NA
"472","CYP4F8","ACTR2",NA
"473","APLP2","SERPINB12",NA
"474","TMEM114","SLC34A2",NA
"475","ACKR2","SLC6A11",NA
"476","ALPI","KRT77",NA
"477","PGK2","TRIM61",NA
"478","PSMA4","OR10G2",NA
"479","HBB","SPSB4",NA
"480","TACR3","GSDMC",NA
"481","SCN4A","FKBP3",NA
"482","BRME1","PABPN1L",NA
"483","MECP2","EIF4E1B",NA
"484","GSX2","GDF7",NA
"485","TRDN","MCF2L2",NA
"486","SCN2B","PHF24",NA
"487","ACBD3","SYNPO2L",NA
"488","AJM1","KCNG1",NA
"489","NLGN4Y","CLSPN",NA
"490","C1QTNF8","TCF15",NA
"491","ADD2","KATNA1",NA
"492","SPOCK3","GLYAT",NA
"493","KRT17P5","GPX5",NA
"494","SNTG1","SEMG2",NA
"495","TUBA1C","OTP",NA
"496","CDH10","SLC17A6",NA
"497","TDH","BPIFB1",NA
"498","TMEFF2","MYOZ3",NA
"499","AGL","GSG1",NA
"500","PCSK2","CDC42",NA
"501","OR51G2","ATRNL1",NA
"502","GRIK4","CER1",NA
"503","RPH3A","KCNA7",NA
"504","ISYNA1","ABHD1",NA
"505","TSSK6","ARMC12",NA
"506","SLC6A15","SLC38A3",NA
"507","GPX6","CIBAR2",NA
"508","ABCA4","IFNL1",NA
"509","SARDH","DNASE2B",NA
"510","TMEM128","SCN2B",NA
"511","ZSCAN5B","UQCRC2",NA
"512","ZMYND11","KIAA0825",NA
"513","SLC6A19","SHANK1",NA
"514","TAF1D","BSX",NA
"515","GLYAT","GREB1",NA
"516","C10orf90","MRPS18B",NA
"517","CNTN2","LINC01193",NA
"518","GFAP","DIRAS2",NA
"519","KIAA0825","KY",NA
"520","ARPP21","TRIML1",NA
"521","MUC16","CRB1",NA
"522","SLC25A41","ATP6V0C",NA
"523","TTC9B","C1QTNF1",NA
"524","ZFAND6","TGM7",NA
"525","GRID1","MRPL1",NA
"526","PRRT4","PCDHA13",NA
"527","C22orf42","USP2",NA
"528","SOAT2","OLIG3",NA
"529","SLC14A2","GJD4",NA
"530","C1QTNF2","ENOPH1",NA
"531","ACSM2B","CHST9",NA
"532","OR5D14","CRH",NA
"533","HAT1","DUOXA2",NA
"534","CADM2","ADRA1A",NA
"535","KIR2DS4","DBH",NA
"536","CLCNKB","OR56A1",NA
"537","ASTN1","ARMT1",NA
"538","SEZ6L","GNG7",NA
"539","USP26","SLC1A2",NA
"540","RRN3","VTCN1",NA
"541","OR2A12","SLC6A5",NA
"542","ABCB5","PRSS57",NA
"543","SNCB","LINC02961",NA
"544","GOLGA7B","TSSK6",NA
"545","DPYSL5","GABRA5",NA
"546","SPTA1","LPA",NA
"547","SLC34A2","CLEC4C",NA
"548","FUT7","MST1L",NA
"549","BRSK2","PDE1B",NA
"550","IMP3","SIGLECL1",NA
"551","S100B","THAP12",NA
"552","SIGLEC8","SPANXN5",NA
"553","GARIN1B","PAX6",NA
"554","CHD5","MUC16",NA
"555","FOXN4","FOXH1",NA
