"","Canonical","NonCanonical","Atypical"
"672","LTB","SMIM15",NA
"673","CATSPER1","CCL27",NA
"674","CHRNA2","ANKUB1",NA
"675","MMP23B","TRIML1",NA
"676","CIMAP3","CREB3L3",NA
"677","CYP4B1","HAPLN2",NA
"678","APBA1","TMEM232",NA
"679","CTXN1","SERPINB12",NA
"680","ASB10","AANAT",NA
"681","KCP","OR2T27",NA
"682","SHISAL2A","CCT4",NA
"683","IL34","TLCD3B",NA
"684","C10orf90","PAX2",NA
"685","PPTC7","TGFB1",NA
"686","SLC25A34","WDR43",NA
"687","EPB42","CCDC13",NA
"688","FGF12","GSG1L",NA
"689","OR10G2","SLC25A3",NA
"690","TEKTL1","PRR25",NA
"691","ELOVL3","HTR3B",NA
"692","MGAT4EP","CFAP57",NA
"693","SLC12A3","IFNL1",NA
"694","GARIN4","AIMP1",NA
"695","CD164","ENG",NA
"696","MATN1","KATNA1",NA
"697","KLK14","RND2",NA
"698","CHMP2B","DBX1",NA
"699","LY9","GRIK5",NA
"700","CLEC4C","ACKR2",NA
"701","HPN","RPL27",NA
"702","PLA2G1B","OR11G2",NA
"703","SLC15A3","HTR5A",NA
"704","KLF14","MEIOC",NA
"705","CCDC74B","SPEM1",NA
"706","CACNG6","TPD52L3",NA
"707","SELENOT","TMEM179",NA
"708","TGM5","PACSIN1",NA
"709","GPR78","ATRNL1",NA
"710","ADAM10","KCTD19",NA
"711","HELT","WNT7B",NA
"712","DENND2A","ZNF483",NA
"713","PPP1R16A","UNC80",NA
"714","BNC1","LCOR",NA
"715","IQCN","LINC02843",NA
"716","GALNT17","MAD2L2",NA
"717","RNASE3","ATP5IF1",NA
"718","KIAA0825","C10orf90",NA
"719","MYL6B","JAKMIP3",NA
"720","OR2F1","SCP2D1",NA
"721","AVPR2","OR10J3",NA
"722","ZNF229","OR9A2",NA
"723","HCRT","RTN4",NA
"724","GARIN3","DOK7",NA
"725","TTYH1","HIPK4",NA
"726","LPA","MT1IP",NA
"727","ADCY8","GYPA",NA
"728","PYCR3","LHX5",NA
"729","KCNK12","MC2R",NA
"730","LINC00315","AVPR2",NA
"731","CA5A","MYL9",NA
"732","ACKR2","LNCRI",NA
"733","SPDEF","TUBB7P",NA
"734","FEZF2","CFAP46",NA
"735","PPP1R3A","RTL1",NA
"736","XKR4","ATCAY",NA
"737","PRRC1","SPMAP1",NA
"738","PRMT8","DNAJB8",NA
"739","TMEM95","ATP5MK",NA
"740","OR2H2","VWA5B2",NA
"741","HHIPL1","ZNF208",NA
"742","RACGAP1","MYADML2",NA
"743","SEPTIN8","DNAH9",NA
"744","PRSS38","LRRTM3",NA
"745","F11","PLEC",NA
"746","OR4X2","FAM24A",NA
"747","PRSS21","CCNQP1",NA
"748","LRRC4B","RPS3A",NA
"749","CD6","IL4",NA
"750","VIPR2","SLC34A3",NA
"751","KIR2DS4","RABGGTB",NA
"752","MORN3","PDYN",NA
"753","TRIML1","LCN8",NA
"754","GABRQ","USP26",NA
"755","LINC02687","SERBP1",NA
"756","SIAH3","GREB1",NA
"757","KCNH3","OR7G2",NA
