"","Canonical","NonCanonical","Atypical"
"280","ABCA4","WNT6",NA
"281","SPOCK3","OR2A5",NA
"282","HRH3","TMEFF2",NA
"283","SNTG1","OR56A1",NA
"284","USP26","CLEC1B",NA
"285","CPA2","LOC339059",NA
"286","CIBAR2","RXFP2",NA
"287","ADD2","RIMS2",NA
"288","CYP4F22","CLSPN",NA
"289","DBH","CIMIP4",NA
"290","PHF24","RNASE11",NA
"291","MAS1L","PAEP",NA
"292","LOC339059","SLC6A11",NA
"293","SLC17A6","ALPI",NA
"294","BSX","GLYAT",NA
"295","CCR4","DPP6",NA
"296","NOL4","ABCA4",NA
"297","ATP2B2","FCN2",NA
"298","IFNA6","KIAA0825",NA
"299","KRT77","SLC22A2",NA
"300","PAGE4","BLK",NA
"301","AFF3","TEKT1",NA
"302","STOML3","CYP4F22",NA
"303","LINC02843","AIPL1",NA
"304","CRX","RNASE3",NA
"305","XKR4","MAP1LC3C",NA
"306","TNNT1","LVRN",NA
"307","ADAMTS18","CACNG8",NA
"308","SPTA1","GSC",NA
"309","SEZ6L","OR7D4",NA
"310","CNTN1","TRIML1",NA
"311","FAM47B","MAPT",NA
"312","LRRTM3","C4orf51",NA
"313","SLC4A3","HES7",NA
"314","VAX1","GPR149",NA
"315","AKR1B15","UQCRFS1",NA
"316","TGFB1","COX7A1",NA
"317","HBB","SLC17A6",NA
"318","CIMIP4","IQSEC3",NA
"319","MED12L","SCN4A",NA
"320","WSCD2","ITPRID1",NA
"321","KCNG1","PCDHA13",NA
"322","SLC34A2","C4orf50",NA
"323","KCNJ14","NDST4",NA
"324","AQP6","SPANXN5",NA
"325","FOXN4","CACNA1I",NA
"326","MOBP","OTP",NA
"327","AJM1","ATRNL1",NA
"328","OR10A2","TEX13A",NA
"329","GPR149","SLC34A2",NA
"330","SGSM1","WSCD2",NA
"331","SYT6","PKD1L2",NA
"332","GARIN3","OR10A6",NA
"333","BLK","HRK",NA
"334","PAEP","KRT77",NA
"335","CFAP95","CNTN2",NA
"336","ARMC12","IFNL1",NA
"337","CER1","ADAMTS18",NA
"338","SPANXN3","SHANK1",NA
"339","CRB1","PCDH10",NA
"340","RNF180","SMR3A",NA
"341","TRIM61","NUTM1",NA
"342","RPS13","CHCT1",NA
"343","TTC9B","CRB1",NA
"344","ERBB4","AWAT1",NA
"345","MUC16","FAM47B",NA
"346","ALPI","CNTFR",NA
"347","IQSEC3","GSDMC",NA
"348","CHST9","BPIFB1",NA
"349","APOF","EIF4E1B",NA
"350","LDB3","APOF",NA
"351","SLC25A41","EVA1B",NA
"352","AVPR2","DAOA",NA
"353","HSD3B2","LINC00272",NA
"354","RXFP1","AFF3",NA
"355","CNTN2","HTR3B",NA
"356","ACKR2","PLEKHG4B",NA
"357","GRID1","CHST9",NA
"358","CFAP46","AVPR2",NA
"359","BPIFB1","NR5A1",NA
"360","LRRTM4","NOL4",NA
"361","CCDC40","SOX21",NA
"362","ATP6V1B1","SLC39A12",NA
"363","RPH3A","DYNLT1",NA
"364","PNLIP","DUOXA2",NA
"365","CHRNB4","PAGE3",NA
"366","OR2M7","TTC9B",NA
"367","SOX21","GRID2IP",NA
"368","HCN4","COL2A1",NA
"369","GRID2IP","TACR3",NA
"370","WNT8A","UGT3A1",NA
"371","SPDEF","CLEC4C",NA
"372","PYY2","RXFP1",NA
"373","SLC22A8","VAX1",NA
"374","GFRA2","LRRC55",NA
"375","PCARE","PLPPR3",NA
"376","C22orf42","GPX6",NA
"377","MS4A15","SLITRK4",NA
"378","DEFB125","GABRA5",NA
"379","DPYSL5","CIBAR2",NA
"380","IGFN1","CDH12",NA
"381","C4orf50","MST1L",NA
"382","C12orf42","HRH3",NA
"383","G6PC1","WNT10B",NA
"384","ADAM29","VTCN1",NA
"385","SLC12A3","OR10G2",NA
"386","KLHL38","CDC20B",NA
"387","PAX2","SPANXN4",NA
"388","OR2A12","TMEM95",NA
"389","FGF12","IFNA6",NA
"390","GABRA5","TNNT1",NA
"391","CACNA1I","LAMB4",NA
"392","MS4A5","DPRX",NA
"393","KCNN1","CCDC85A",NA
"394","OR5T1","TRDN",NA
"395","TEX47","ZPBP",NA
"396","TFAP2B","SPACDR",NA
"397","PCDH10","NTN3",NA
"398","SSPOP","TEX47",NA
"399","BUB1B","MUC16",NA
"400","GPX6","FGF4",NA
"401","NANOGNB","AQP2",NA
"402","SFTPB","ZNF556",NA
"403","FABP5","AKR1B15",NA
"404","LINC00272","ELSPBP1",NA
"405","OR4K1","ADCY1",NA
"406","CCDC160","OTOS",NA
"407","HOXB1","MGAT5B",NA
"408","PTH1R","LMNTD1",NA
"409","SARDH","SLC1A2",NA
"410","DPPA4","SIGLECL1",NA
"411","CBS","CRH",NA
"412","KCNA7","VGLL2",NA
"413","SIGLECL1","CHD5",NA
"414","OR10G7","LINC02961",NA
"415","LYZL6","SYNPO2L",NA
"416","OR6C1","DNASE2B",NA
"417","C1QTNF8","OR4C12",NA
"418","NLGN4Y","OR52A5",NA
"419","OR2M4","HTR5A",NA
"420","GSX2","HSP90AB4P",NA
"421","PI16","OR2M7",NA
"422","NYAP2","MASP1",NA
"423","ZPBP","PCAT4",NA
"424","SCN4A","USP2",NA
"425","CHCT1","KCNA7",NA
"426","RND2","RNF180",NA
"427","SMYD1","SMYD1",NA
"428","NLGN1","DBH",NA
"429","MYH1","TULP1",NA
"430","COL2A1","NPAS4",NA
"431","IL2","CRX",NA
"432","BPIFC","TRIML2",NA
"433","INMT","FGF12",NA
"434","SNCB","RPL9",NA
"435","CFAP77","PAX6",NA
"436","TACR3","LRTM2",NA
"437","PCAT4","CD300LD",NA
"438","PRSS36","SERPINA9",NA
"439","GBX2","GSG1",NA
"440","TUBB7P","VSTM2A",NA
"441","GPR26","ADRA1A",NA
"442","PRAMEF19","ADGRV1",NA
"443","ADIG","CER1",NA
"444","OR2AT4","ZYG11A",NA
"445","KCNC1","SEMG2",NA
"446","ZYG11A","ATP6V1B1",NA
"447","OR2W5P","ARMC12",NA
"448","PDIA2","RBMXL2",NA
"449","SORCS3","MYPN",NA
"450","OR11G2","MCF2L2",NA
"451","PEBP4","KRT73",NA
"452","GALNTL6","GJD4",NA
"453","GFRAL","MAGEC3",NA
"454","CFAP92","BSX",NA
"455","NPAS4","LINGO1",NA
"456","DHFR","CDX4",NA
"457","IL36A","UNC79",NA
"458","ATP5IF1","C22orf42",NA
"459","NPY1R","SORCS3",NA
"460","SRRM4","PTPRQ",NA
"461","UNC79","DYDC2",NA
"462","MELK","GYPA",NA
"463","VGLL2","OR10A3",NA
"464","TERB1","CFAP46",NA
"465","PRSS50","CDH8",NA
"466","PIK3C2G","PMCHL1",NA
"467","CLXN","ARSF",NA
"468","FOXE1","DPPA4",NA
"469","LINC00161","SGSM1",NA
"470","SOST","TRIM61",NA
"471","NKAIN4","CDKL2",NA
"472","SPACA7","GNG7",NA
"473","TMEM114","SARDH",NA
"474","ACOT12","ZBP1",NA
"475","IL5RA","FTMT",NA
"476","GSC","DGCR5",NA
"477","ACOXL","FOXN4",NA
"478","MUC21","SRD5A2",NA
"479","ATP1B4","NLRP14",NA
"480","PLS1","HCN4",NA
"481","TPO","RPL39",NA
"482","RANBP3L","FAT2",NA
"483","LCN10","MYOZ1",NA
"484","CLEC4C","CIAO2A",NA
"485","GPC5","PHF24",NA
"486","LARGE2","DPYSL5",NA
"487","OR10A6","VWDE",NA
"488","PLEKHD1","RPH3A",NA
"489","OR4F6","SIGLEC11",NA
"490","RHO","WFIKKN2",NA
"491","KLK2","BRME1",NA
"492","BRDT","RANBP3L",NA
"493","DACH2","CFAP47",NA
"494","TRH","ALDH1L1",NA
"495","RS1","NANOGNB",NA
"496","RHOXF1","PNLIP",NA
"497","WFIKKN2","CNTN1",NA
"498","CIB4","SYT6",NA
"499","UPK3A","OR10H5",NA
"500","SPX","OR5P2",NA
"501","NEUROD4","MRGPRX4",NA
"502","SH3BGRL2","DNAH9",NA
"503","SEMG2","SLITRK2",NA
"504","RPS17","NYAP1",NA
"505","RIMS2","OR5K4",NA
"506","MAGEA8","GPR151",NA
"507","TYR","BMP10",NA
"508","PRR23C","NLGN1",NA
"509","FOXL2","WNT5B",NA
"510","OR1F1","CCER1",NA
"511","GUCA1C","OR52N1",NA
"512","LRRIQ1","OR11G2",NA
"513","SNTG2","FOXE1",NA
"514","CGA","OR4F6",NA
"515","CDH10","MYH1",NA
"516","SLITRK2","OR10W1",NA
"517","PDE7B","CABP2",NA
"518","DGCR5","SLITRK5",NA
"519","OR2AK2","FAM24A",NA
"520","RGR","BPIFC",NA
"521","MBD3L1","TMA7",NA
"522","ERICH3","VGF",NA
"523","SRD5A2","XKR4",NA
"524","OR2S2","C16orf89",NA
"525","LCE4A","CNTNAP4",NA
"526","CD300LD","SLC5A7",NA
"527","NRG3","FUT5",NA
"528","AIPL1","GREB1",NA
"529","NEUROD2","PLEKHD1",NA
"530","RPA3","SPATA4",NA
