"","Canonical","NonCanonical","Atypical"
"228","NNMT","ZNF417",NA
"229","GPRC5C","UBA52",NA
"230","MXRA8","H4C8",NA
"231","SPACDR","LY75",NA
"232","CIMAP1D","PHACTR4",NA
"233","OR52E8","LANCL1",NA
"234","CEP126","RNF40",NA
"235","CLEC4D","ATOX1",NA
"236","LOC400627","SNORA2A",NA
"237","CD52","SNORA23",NA
"238","MAGEB6","ARK2C",NA
"239","WDR33","TMEM205",NA
"240","LMOD3","PRAC2",NA
"241","GPLD1","RPL8",NA
"242","GLIDR","ABHD2",NA
"243","PLEKHH1","CXADR",NA
"244","SZT2","SUPT4H1",NA
"245","GGT8P","PPME1",NA
"246","CUTALP","RPS15AP10",NA
"247","PRUNE2","MAFIP",NA
"248","PROSER2-AS1","PCGF3",NA
"249","SHOX","VPS18",NA
"250","ZNF396","H3-4",NA
"251","OR10A5","H4C5",NA
"252","DCD","EXOC2",NA
"253","PLEKHH2","SPHK1",NA
"254","ZNF493","TYROBP",NA
"255","TRMT9B","MINPP1",NA
"256","B4GALT6","RPL30",NA
"257","SERPINE1","SNORA74B",NA
"258","H1-1","RAVER1",NA
"259","COL4A6","RPS23",NA
"260","HBB","RAPGEF6",NA
"261","ANKRD20A2P","MRGPRG",NA
"262","SPRN","PSMB3",NA
"263","UBD","ZMYND11",NA
"264","CRYGN","RPL23AP7",NA
"265","SNHG28","RPL21",NA
"266","LCE4A","H3C13",NA
"267","AMY1C","MIR23AHG",NA
"268","MMP9","SEM1",NA
"269","AKAP12","MORC2-AS1",NA
"270","MBNL1-AS1","LAMTOR2",NA
"271","COL10A1","TINAGL1",NA
"272","OR52I2","GNRHR2",NA
"273","GUSBP5","XKR9",NA
"274","LOC100131289","TMSB4X",NA
"275","NTN3","LRRC2",NA
"276","ZCCHC13","CCDC34",NA
"277","CYTOR","MIR600HG",NA
"278","GALP","HSD17B14",NA
"279","EXTL3-AS1","SEC23B",NA
"280","DNAH6","TACC2",NA
"281","TRIM36","H4C2",NA
"282","CYP3A4","RPS19",NA
"283","FAM215A","PFN1P2",NA
"284","ZNF321P","CD86",NA
"285","KL","MIF",NA
"286","WFDC5","SELENOM",NA
"287","KCNQ4","RBX1",NA
"288","TRHDE","RPL36",NA
"289","TBC1D32","LIPN",NA
"290","DEFA3","MAP3K13",NA
"291","NDP","LOC644277",NA
"292","SLC26A7","PPIP5K1",NA
"293","MYO3A","MAP4K3",NA
"294","MIR4435-2HG","TBXA2R",NA
"295","ABHD10","PPP6R1",NA
"296","RNA18SN5","HAPLN2",NA
"297","POPDC3","PSMB4",NA
"298","PTGDR2","TXNDC16",NA
"299","LINC01342","ANKRD36BP1",NA
"300","FCN1","H2AC17",NA
"301","SOX3","LINC01004",NA
"302","COL1A2","ERBB3",NA
"303","CAMP","RPL10A",NA
"304","CCDC168","LGALS1",NA
"305","PROM2","LTBP4",NA
"306","KCNIP1","RMND5A",NA
"307","KLK10","UQCR11",NA
"308","ARGFXP2","EN2",NA
"309","FAM95B1","HIPK2",NA
"310","FMR1NB","MUC3B",NA
"311","KDM6B","RPS16",NA
"312","SOX7","RPL18",NA
"313","GPRC6A","SF3B4",NA
"314","ABCA13","GK5",NA
"315","FN1","CHAT",NA
"316","OR13C5","RNASEK",NA
"317","TOX","S100A6",NA
"318","THY1","RPS14",NA
"319","L3MBTL4","PPP1R37",NA
"320","CD300E","NME2",NA
"321","CTAG2","SNORA26",NA
"322","RECQL5","GMFG",NA
"323","MIR3936HG","SFTA1P",NA
"324","PRRX1","HLA-F-AS1",NA
"325","S100A12","OST4",NA
"326","CCN4","RPL39P5",NA
"327","UOX","TNS2-AS1",NA
"328","TMEM63C","NDUFS5",NA
"329","FGA","NCOA3",NA
"330","OR1J2","C6orf89",NA
"331","KRT12","ARHGEF11",NA
"332","SSTR1","LYRM7",NA
"333","CETN1","KIR3DL2",NA
"334","HBD","CRACDL",NA
"335","COL4A5","CSPP1",NA
"336","CATSPERB","SLC2A13",NA
"337","MCEMP1","RPL9",NA
"338","S100A8","PHLPP1",NA
"339","LDLRAD2","TPT1",NA
"340","DNMBP-AS1","CCDC177",NA
"341","DCST1","RPSA",NA
"342","OR4K14","MED12",NA
"343","AHRR","SNRK",NA
"344","ISLR","TMEM95",NA
"345","FAM135B","FOXJ2",NA
"346","C15orf32","BIRC7",NA
"347","KIAA0319","PLEKHO1",NA
"348","CYP46A1","SNORA74A",NA
"349","CA3","SZT2",NA
"350","IQCM","RPS26",NA
"351","PGM5","HLA-C",NA
"352","VIPR1","SYT3",NA
"353","HBA2","H4C15",NA
"354","HAPLN1","MRPL53",NA
"355","SCAND3","RNF181",NA
"356","LCE1E","POT1",NA
"357","KIAA0825","NKX2-5",NA
"358","PWWP3B","NCOA1",NA
"359","PMCH","H4C13",NA
"360","ENPP3","OSR2",NA
"361","SLCO4C1","UQCRB",NA
"362","SYT9-AS1","VKORC1",NA
"363","SLC19A3","HLA-G",NA
"364","PLA2G4D","ZNHIT1",NA
"365","MEP1A","RWDD4",NA
"366","C1QTNF9","NDUFA4",NA
"367","CNTN3","GPR179",NA
"368","B4GALNT3","MIOX",NA
"369","BCL2A1","DHX32",NA
"370","ENTREP2","UBL4A",NA
"371","PPARGC1A","HOOK1",NA
"372","TSPAN7","ARID1A",NA
"373","IL23A","RPL26",NA
"374","ABCB1","CD27-AS1",NA
"375","CCL18","RPL7A",NA
"376","FMO5","ZNF397",NA
"377","AMZ1","CAMKK1",NA
"378","CCL3","DSG2",NA
"379","FAP","DUX4L1",NA
"380","BMPER","GPR182",NA
"381","LOC151760","KRT79",NA
"382","PCDH20","TCEANC2",NA
"383","ADGRL3","PTCHD4",NA
"384","ENPP6","PRM2",NA
"385","KCTD4","FAM215A",NA
"386","CYP4Z1","H4C9",NA
"387","CCDC110","NACA",NA
"388","MYF6","ROMO1",NA
"389","SLC27A5","RPS3A",NA
"390","ABCA8","MRPS24",NA
"391","DCSTAMP","RPS15A",NA
"392","SULF1","RPS7P5",NA
"393","OR13D1","CFAP97D1",NA
"394","NR3C2","ENY2",NA
"395","SPP1","CYP17A1",NA
"396","CLEC19A","MEFV",NA
"397","LRIT2","MRPL52",NA
"398","SPON2","H2AC14",NA
"399","CACNA2D2","HSP90AA1",NA
"400","MEP1B","FKBP4",NA
"401","FPR1","H2AC15",NA
"402","CCDC85A","H2AC12",NA
"403","EYS","DAGLA",NA
"404","ZFP28","RPS10",NA
"405","CALN1","RPL6",NA
"406","LOC285097","TMEM94",NA
"407","PLPP4","SLF2",NA
"408","CDKL2","CRLF2",NA
"409","FCGR3A","NDUFB2-AS1",NA
"410","TTC6","CEACAM19",NA
"411","FAM224A","FAM216B",NA
"412","ADH6","MT3",NA
"413","G0S2","ST6GALNAC5",NA
"414","SYCP2","NACA2",NA
"415","TFAP2A","CUTA",NA
"416","CCDC152","PIK3R5",NA
"417","LOC780529","RABAC1",NA
"418","TREM1","COX7A1",NA
