"","Canonical","NonCanonical","Atypical"
"494","C15orf32","NOTCH1",NA
"495","IL17B","CEBPE",NA
"496","TSPAN11","SYT6",NA
"497","ETV7","ATP1B4",NA
"498","CCDC70","KLHL30",NA
"499","MIXL1","GPR25",NA
"500","CUBN","MEIOB",NA
"501","PPP4R1L","CCDC116",NA
"502","RTL5","OAZ1",NA
"503","KRTDAP","TMPRSS12",NA
"504","MAD2L1","LINC00466",NA
"505","SHISA4","ZFAND1",NA
"506","OR1F1","KRT72",NA
"507","A4GNT","RPL30",NA
"508","ISX","DNAI2",NA
"509","FKBP6","CD5",NA
"510","OR51B4","ABCD2",NA
"511","COX6A2","CNIH1",NA
"512","SIX6","KCNJ5",NA
"513","PTPRT","NANOS2",NA
"514","LCLAT1","ATOH8",NA
"515","NPPA","MSC",NA
"516","OR51D1","CALHM1",NA
"517","SERPINA11","NMUR1",NA
"518","CHTF18","CRX",NA
"519","PPT1","LRRC74A",NA
"520","GGT5","OR1J2",NA
"521","SLC11A1","IL9R",NA
"522","OR6Q1","KCNF1",NA
"523","CD28","ITGA3",NA
"524","HSPE1","OR5B17",NA
"525","KCNIP2","COPS5",NA
"526","LINC02487","MS4A10",NA
"527","HMCN2","POU2F2",NA
"528","KRT83","WFIKKN2",NA
"529","OR2M7","ZBTB33",NA
"530","CHRDL2","RHOH",NA
"531","LSMEM2","TRIML2",NA
"532","CEMP1","TNK2",NA
"533","WNT10B","MUCL1",NA
"534","LRP11","FYB2",NA
"535","SIGLEC17P","CHRNA2",NA
"536","CD300E","PABPC4L",NA
"537","L1CAM","A4GNT",NA
"538","CA7","G6PC2",NA
"539","RRM2","GPR4",NA
"540","CCM2L","PTX4",NA
"541","CRYGC","CRHR1",NA
"542","SNRPE","UPK2",NA
"543","LCE1B","TDRG1",NA
"544","GPR101","TOPAZ1",NA
"545","CACNG1","NLRC4",NA
"546","NALCN","FSCB",NA
"547","PAK3","SPATA31D3",NA
"548","VWA5B1","PRMT6",NA
"549","HTR5A","RAPGEF3",NA
"550","CD22","EVX2",NA
"551","POU2F2","ATP1A3",NA
"552","ATP11AUN","HSD17B14",NA
"553","CCR3","BIRC7",NA
"554","ADAMTS16","EPG5",NA
"555","WFIKKN2","MAFIP",NA
"556","SIGLEC8","PKP2",NA
"557","MEGF11","C15orf32",NA
"558","KHDC3L","CDRT15",NA
"559","LINC02145","AIMP2",NA
"560","MAP3K19","MCHR2",NA
"561","ELSPBP1","RPS13",NA
"562","C1orf87","NEU4",NA
"563","AIPL1","PTPN11",NA
"564","C1orf127","CSN2",NA
"565","PTX4","LINC02872",NA
"566","C1QL1","TGM5",NA
"567","LRRC14B","TMC3",NA
"568","OLA1","B3GAT1",NA
"569","OOEP","KRT2",NA
"570","PRL","SPMIP7",NA
"571","DTX1","PPA1",NA
"572","GARIN2","PCBP3",NA
"573","LYPLA1","FGF3",NA
"574","KIF18B","CYP11B1",NA
"575","RD3","RBBP8NL",NA
"576","TCHHL1","PCDHGA7",NA
"577","ADM5","CCDC80",NA
"578","PPP1R15A","DENND2C",NA
"579","DBI","FCAR",NA
"580","PLGRKT","GFRAL",NA
"581","TAS2R38","OR5W2",NA
"582","VWA5B2","BTBD17",NA
"583","MPP2","TCEA2",NA
"584","PCSK2","CACNA1C",NA
"585","PCDHGC3","TMCO5A",NA
"586","DISP3","COL14A1",NA
"587","DMRTB1","AMPD1",NA
"588","GABRR2","KCNH4",NA
"589","TRIML2","EDN2",NA
"590","CENPA","EPPIN",NA
"591","APOC3","CLEC14A",NA
"592","ETFA","TRIM36",NA
"593","SPP2","MEGF11",NA
"594","GREM1","OR6X1",NA
"595","RIMS4","PTAFR",NA
"596","ZP4","ASIP",NA
"597","TUBB1","OR4C6",NA
"598","FAM167A","LAMC3",NA
"599","GARIN1B","DENND6B",NA
"600","NEU4","INSL6",NA
"601","KLHL40","SSTR4",NA
"602","SPRED3","SMCR5",NA
"603","SDCBP","PRSS50",NA
"604","GLP1R","CIPC",NA
"605","GDPD4","MTNR1B",NA
"606","FAM124A","EIF1AX",NA
"607","SPEF1","EVX1",NA
"608","OR6K3","WNT8B",NA
"609","PRKCG","LCE1F",NA
"610","INSYN2B","FCHSD1",NA
"611","RGS8","SLAMF8",NA
"612","PPY2P","LINC01600",NA
"613","SNX22","CD180",NA
"614","SLC12A3","FBXO34",NA
"615","GKN1","LAMTOR5",NA
"616","ADAMTS15","RGS7BP",NA
"617","C12orf42","NUP37",NA
