"","Canonical","NonCanonical","Atypical"
"496","PTCRA","GHRH","NDUFV3"
"497","CSF2RB","PLEKHH2","FCRL5"
"498","ARMC12","SGCD","SUCLA2"
"499","DLGAP3","OR52B6","CDH2"
"500","AQP10","OR2V2","RYR2"
"501","GDF5","IQSEC2","FUT8"
"502","NNAT","NPFFR1","OR1L1"
"503","TAL2","ABHD11","RPS13"
"504","KCNF1","KLRG2","ZBTB18"
"505","PLSCR5","SLC8A2","GPR12"
"506","CHIT1","H2BC11","RNF112"
"507","LKAAEAR1","DGAT2L6","CYS1"
"508","SAMD15","PLA2G4F","CHRM4"
"509","PRSS55","THSD7B","TET3"
"510","IFT122P3","IL27","ESYT3"
"511","CLRN1","SEC14L3","ATP5MG"
"512","OR10V1","HTR6","PCMTD2"
"513","BPIFA2","SLC15A2","ATP7B"
"514","LSMEM1","MPPED1","SLC25A18"
"515","PIK3CD","TNNI1","GRTP1"
"516","ADCY5","PRR12","OR51E1"
"517","LHFPL4","ETV3L","GLI2"
"518","PLA2R1","FAM53A","TOP1MT"
"519","OR7A5","LGALS14","LDHB"
"520","ESPN","VSTM5","IFI30"
"521","PABPN1L","BPIFA1","FABP7"
"522","RAB8B","SLC10A2","NTMT2"
"523","NKAIN2","SLC5A5","VSTM2B"
"524","LRRC18","CSF3","NAMPT"
"525","OR2W5P","UGT3A2","HMGA1"
"526","MMP17","NXPH2","RRS1"
"527","IER3IP1","ZNF710","BEST3"
"528","LINC02487","RUNDC3A","LAMA3"
"529","GPSM1","LRRC3B","PDCD1LG2"
"530","NTNG1","RCVRN","EBPL"
"531","CACNG7","LCE4A","SOX17"
"532","MAT2B","DBX2","APIP"
"533","SPACA7","HABP2","UCHL3"
"534","BPIFA1","FIGLA","THBS2"
"535","OR1A1","OTOP1","CEP68"
"536","ATP5F1A","TNFRSF8","ZCCHC13"
"537","TMC3","PDCD1LG2","PPAT"
"538","DNAH6","TCF15","ZMYND12"
"539","SHBG","HES3","SKIL"
"540","GPR26","MAPK8IP1","LILRB5"
"541","POU2F3","KCNJ13","CALHM5"
"542","BLOC1S3","KNCN","IGF1"
"543","OR52A4P","INCA1","IBSP"
"544","YBX2","SPATA31H1","RCN3"
"545","IRF5","SPACA7","TTR"
"546","YY2","RBPJL","PFDN2"
"547","ASB12","PDZD9","ADHFE1"
"548","FOSB","ZBTB8OS","SLC18A1"
"549","XKRX","SLA2","GPC3"
"550","PDZD9","GAMT","HOOK1"
"551","RNASE13","VWA7","SMTNL2"
"552","SYT7","KDSR","COL1A1"
"553","HABP2","SPIC","TM4SF18"
"554","AGBL1","ENHO","AFAP1L1"
"555","PPP1R15A","ABCC6P1","CTLA4"
"556","ELSPBP1","SLC22A12","B3GNT4"
"557","SMYD1","ZNF492","HOPX"
"558","PGK2","GPIHBP1","PTPN7"
"559","PCDHGB2","CNIH2","MGLL"
"560","NUTM2A","PTCRA","MRC1"
"561","PSMC6","CHERP","RPS7"
"562","OR5P2","LCT","OR9G4"
"563","ALOX15","OR1J1","COL8A2"
"564","LRRC52","SAGE1","IER3"
"565","TBATA","DEFB123","GAS2"
"566","ODAPH","LMBRD1","COX6C"
"567","LRTM2","ZNF491","FZD2"
"568","SP6","PDE6G","ZNF256"
"569","PNLIPRP1","YWHAEP7","WNT2"
"570","POU6F2","LCE6A","GLRA4"
"571","C19orf38","CFAP77","ADAMTS15"
"572","CASR","BCAM","FKBP4"
"573","RD3","LINC01126","GREM1"
"574","KRT25","PSMC6","CD163"
"575","INHA","JPH2","KIR3DX1"
"576","CYP4B1","ACOXL","CD1A"
"577","YWHAEP7","TRAM1L1","PTGR3"
"578","EFHC2","NCAPH","FGFR1"
"579","ATP1B2","HTR1B","BORA"
"580","MBD6","NEUROD4","GPX2"
"581","KCNS2","OR2T6","ENPEP"
"582","TGM6","LCLAT1","KLHL10"
"583","MEGF11","C15orf40","SERPINB11"
"584","C6","MGAT5B","ZNF853"
"585","IL27","LINC00473","THSD1"
"586","GYPB","UNC5B","FYB2"
"587","NCDN","C5orf60","GLYATL3"
"588","ARMS2","MCCD1","SH3YL1"
"589","PPP1R2C","INSC","SAMD7"
"590","OR5AR1","ASMT","HSPA8"
"591","ACRV1","GARIN1B","DIRAS2"
"592","TMPRSS6","RAD51D","FBLN1"
"593","P4HB","LILRA3","TCN2"
"594","HTR1B","AWAT2","CCR2"
"595","AKIRIN1","PRR21","CDKL2"
"596","SLC22A16","FYB2","SELENBP1"
"597","PHOSPHO1","DEFB125","KCNF1"
"598","OR14J1","TMEM105","GPNMB"
"599","SPEM1","NNAT","GABBR2"
"600","SYT12","THBS3","USP53"
"601","LCE3A","SCAMP5","LURAP1L"
"602","SAXO4","CFAP52","JAKMIP3"
"603","ESPNL","EVX1","UNC79"
"604","IFNA21","OSBPL6","DNAJC15"
